,x,y
0,1.641799652901722,-1.9343828403653884
1,1.6754038594614702,-1.4789080244301664
2,1.643500370812721,-0.9898370366706701
3,1.4789742902995977,-0.6188711122002174
4,1.4912509477709834,0.08684270867730351
5,1.6647233185674075,0.4852816274200981
6,1.6211555078539193,1.138510982483309
7,1.3636239218269963,1.6254389888206617
8,1.5608173813207675,2.0685695075445127
9,2.0055048418304797,-2.0100850654661153
10,2.0065379783715556,-1.6516411142675378
11,2.185931911596728,-1.0340549319556862
12,1.980515230933343,-0.5995699156505113
13,1.9470160159932737,-0.0922131016334906
14,2.106044978241513,0.5190923415149344
15,2.014937294790492,1.0601192544137878
16,2.080924793271943,1.5101088654620518
17,2.0081944334239723,2.006409747848558
18,2.5765511722972305,-2.023718783487407
19,2.5180030284868047,-1.556177577369276
20,2.59316053243415,-0.9597654316857729
21,2.4687638843177804,-0.4852824940843313
22,2.4143714819619655,-0.01682800924076391
23,2.4497518748573928,0.5579808828469475
24,2.463452671712501,0.9566532936171274
25,2.709174237849822,1.5106554653273332
26,2.5701718318144313,1.9811731884017265
27,3.069984522966668,-2.068057518256572
28,3.066854970612459,-1.5652285049559098
29,3.0067361205688634,-0.8990507970310835
30,2.9478177824713647,-0.590021998421171
31,2.88121936092952,0.12575148335056446
32,3.0359301229855644,0.5289012991520265
33,2.96143429776849,1.1530334941248503
34,3.044786306136,1.44432281595465
35,2.9636443459850748,2.089134235116003
36,3.7130633610844677,-2.1206669346324825
37,3.4805545023479025,-1.5777352127335387
38,3.513641453033279,-1.0052483203228604
39,3.5780164211689196,-0.6191216486461264
40,3.483905924883368,-0.0007669824429337006
41,3.4425682432093683,0.4708215103467142
42,3.498536648836818,1.0087427944194105
43,3.5176123118109186,1.6654828326306423
44,3.5730699899757306,2.0532696521289044
45,4.016483670879578,-1.952471841559523
46,3.957236492909965,-1.493750287173569
47,4.002257219398476,-1.0130053747228445
48,4.088978420619027,-0.5813292812405122
49,4.024649062111979,0.016386304343336728
50,3.9915283098418244,0.40688448377880077
51,4.023361081743643,1.024731418120631
52,4.0536511281008405,1.4441236451729629
53,4.099118396686652,2.0058299409353197
54,4.569917309949144,-1.9736965139710474
55,4.505726468731321,-1.475729452501582
56,4.652405439249294,-0.9350979248865807
57,4.652333590433711,-0.582776866924022
58,4.661096827375716,-0.08555956232335125
59,4.621620276617223,0.4881407918615503
60,4.53417299784733,1.0059167054866684
61,4.652611336825159,1.4593366590171417
62,4.428250316980267,1.9738092614176714
63,5.0644869745620635,-1.9927043578431296
64,4.949917699788762,-1.469189974828098
65,5.020483029133616,-1.0418313325968362
66,5.004468574427325,-0.49425564748999223
67,5.0998852573779505,-0.052137443192598595
68,5.047691557069523,0.48189721444736944
69,5.023544885037122,0.9269729488240503
70,4.9272415919625425,1.5896794032467767
71,5.052905641102001,2.101759755235391
72,5.544992809520957,-1.949309229116098
73,5.55631688262737,-1.4918951612655569
74,5.5312885222286,-1.003909224408897
75,5.612064574043662,-0.43207151300898816
76,5.596435402469331,-0.04430395685160692
77,5.46190400418321,0.5499333760771483
78,5.489366050014555,1.0514949882109312
79,5.516712404881232,1.4955728581958032
80,5.537518026778043,2.0485820541125697
81,-5.437158316991658,-2.1302349094071626
82,-5.588609420541603,-1.5487013409488257
83,-5.6652472326049566,-1.0115871496829978
84,-5.636145085464421,-0.3951416848585897
85,-5.490007681397344,-0.09592558713019365
86,-5.396052055954651,0.47552214509437857
87,-5.450265514745185,0.9648161811685283
88,-5.446058042518445,1.4506108427033961
89,-5.591081710053877,1.8479717342876767
90,-5.1768304120255,-2.0893890943299827
91,-5.064726746571806,-1.4141189153319131
92,-5.005896044224953,-0.9522510447710794
93,-4.96309189877209,-0.5301419543505143
94,-5.02315969585311,0.0937170277033529
95,-5.20288442371213,0.5109441352732185
96,-5.033508995940006,0.937064365500575
97,-4.902206863526954,1.3923006699279497
98,-5.137659512787694,1.9308028178181886
99,-4.506039101343399,-1.9211626760044211
100,-4.446927839004321,-1.3766914991925527
101,-4.520373988237262,-1.0510067090950752
102,-4.536280174357784,-0.5911157609575491
103,-4.671389594388283,-0.09705642403299249
104,-4.478779121806952,0.41997082428375637
105,-4.496535421108196,1.0198470987270618
106,-4.454658223727944,1.5578030237118072
107,-4.48984477264219,2.0225534940965577
108,-3.9964448918166946,-2.0048739684200685
109,-4.221621520849998,-1.6070469515769992
110,-4.086239184287114,-1.0027023592051922
111,-4.058042852250183,-0.4379878121656995
112,-3.954638356344313,-0.0146751293913097
113,-4.0762688236861635,0.545056654874157
114,-4.017139398286551,0.961537203039244
115,-4.096093294581699,1.6241413954376163
116,-3.9301358984056516,2.080313076096768
117,-3.545055067019669,-2.0270758888283873
118,-3.5352215483113776,-1.4031989926135053
119,-3.514355878954124,-1.0392385257386332
120,-3.6357146883757636,-0.44097591057856
121,-3.626133607655257,0.03880556573419931
122,-3.7426911692437574,0.5747175315184336
123,-3.5995396137646796,1.0395139425863256
124,-3.6060783337094136,1.5434767519158563
125,-3.54459032762707,2.167256454504519
126,-3.0186350720212207,-1.966784906325679
127,-2.8939559689960443,-1.4620661940811608
128,-2.9300261984766904,-0.9994669016052246
129,-3.04118137927925,-0.4538771631469858
130,-3.0417523607973487,-0.01184221410152397
131,-3.163433091854205,0.4810439536627223
132,-2.9908176245933955,1.013047556085437
133,-2.9792171320031864,1.5004516404485173
