,x,y
0,-4.893612114873555,6.172906062937777
1,-4.736606884845187,4.281769899379724
2,-5.222664044927149,4.457090715082215
3,-3.6895665342127453,3.2502341608305034
4,-3.781548523551744,5.790889214009882
5,-5.334832341467195,5.263738084560555
6,-5.928743526888201,4.510703207160671
7,-5.157634750872021,5.680224387787546
8,-5.1349572083158455,6.339385234084849
9,-4.176439914990967,4.301014578868783
10,-5.156162041693555,4.282089579435457
11,-5.635676014694599,3.734924659830229
12,-3.5377067362030856,6.782131853518194
13,-4.940468105500256,3.4591715531381118
14,-5.294998542391985,4.65788654017954
15,-4.532047537549593,5.3965878106171665
16,-6.424525279203517,3.9054089430480374
17,-4.644560266895833,5.005579420874605
18,-5.393801883013326,5.402033684668753
19,-4.107964539650641,5.967445394260515
20,-5.002016142898389,5.0579343941334445
21,-4.2913288211486265,5.553604847494917
22,-5.592550876661474,4.582836763136657
23,-4.4939246596460025,5.251452424621859
24,-5.21019298463554,5.465275074728602
25,-4.535983394580715,5.08335646134654
26,-5.659014018609574,5.527940290935237
27,-3.925318184251563,4.830807813901151
28,-6.309216528368755,6.533734158389273
29,-5.11047768488949,5.78545154591033
30,-3.4675318280995926,5.7388808330612715
31,-5.407485516825154,5.7624403231067935
32,-5.961306245158857,4.624032574723147
33,-5.344653215377254,5.36239972060147
34,-5.078770765551888,7.084226129503511
35,-5.848918383558839,5.740220266192191
36,-3.984342140424795,6.2609650931131
37,-5.366752804039549,5.863407585754354
38,-4.872924827319577,5.906339682267064
39,-4.745473930815747,5.401721920861823
40,-5.049318045284742,3.7753729020673434
41,-4.156128719195444,5.206767701826806
42,-6.192801296761616,6.207083165695665
43,-3.890670745747146,5.903805329570975
44,-3.268792695243662,4.747284940693087
45,-5.399721576544648,6.519613638348824
46,-5.751459276598409,5.045202279113794
47,-4.487334655884665,5.213399331829133
48,-4.908863159730013,4.96726386618497
49,-5.90294214466362,5.160503499814258
50,-3.213285927692888,4.807588196988765
51,-4.938920259972824,5.614886320011713
52,-5.776150113190805,4.402951719526661
53,-5.0148174974432695,6.4238643801720094
54,-5.994149780317981,3.5907897255165344
55,-4.633402920847828,5.1574148707955105
56,-6.308406131799845,3.985973092659614
57,-5.921541294782438,4.642154873425894
58,-4.598185079402623,4.092013288621666
59,-4.822211431964552,4.793306931146278
60,-4.686260639241898,4.404194102197872
61,-4.962268395647002,5.71876316666379
62,-3.844914862985532,4.5712106259738965
63,-4.443076024706306,5.902469814483231
64,-3.9789810173881577,5.299602973187211
65,-3.2782165938408445,4.576737351545584
66,-4.496658964239023,5.0184580622999455
67,-5.315781844257533,6.003300904637026
68,-5.25702123334923,5.4385310289899085
69,-6.368508174467278,5.23505588846791
70,-6.071575199076951,7.569034569922202
71,-4.988228363878139,5.353433327136663
72,-5.842362082456446,4.408624234838215
73,-6.7315367275980025,5.873453864773476
74,-4.998155791685984,4.269336180978442
75,-3.8771721835780384,4.387213065241893
76,-5.166298361288302,5.0667747556462075
77,-4.810612546533356,4.420788675421
78,-5.618058727243429,5.796055741995238
79,-5.884955862743188,4.224536821917852
80,-5.320228120393168,4.8325696097534525
81,-5.140834059109879,5.011711222681674
82,-4.427925828948594,5.401706140995131
83,-5.2582863144522785,4.566355722531871
84,-4.82330586355051,3.992165204955781
85,-4.980379838693699,5.619719733410682
86,-4.301406504939502,4.392702566827854
87,-6.086237181283646,4.049309170642252
88,-5.414709628817161,5.49762581149429
89,-5.355576485335061,4.5143348412536355
90,-5.483909567443105,4.337942178286715
91,-4.1059844785792565,4.58121017038535
92,-4.250569591954288,4.5944560101778995
93,-4.927546224928404,4.578322467768471
94,-3.629292169585625,6.364621047415162
95,-4.353549235405784,5.249209746285365
96,-4.361009493079143,3.4082747364429196
97,-4.337185299151234,5.480095824946057
98,-4.768819092352261,4.997657396645919
99,-4.247668579911177,4.788720499246445
100,-7.653685233182532,5.948665134035928
101,-4.886527977664942,4.5365923804333335
102,-5.128289270452471,4.327987491976433
103,-4.877108468170969,4.4404267373558515
104,-4.662039221279667,5.6718123265927725
105,-5.798129320870305,5.212334747852138
106,-4.854418238120039,5.298484069616608
107,-6.1714949742219245,4.258766089718689
108,-6.2281328326533645,6.032565002871077
109,-5.95459317692653,2.6216801189425016
110,-4.524985092186991,4.271736839177861
